c,i,id,l1_c,l1_i,language,type,code,l2_sim_cc_5,l2_sim_cc_10,l2_sim_cc_25,l2_sim_cc_50,l2_sim_cc_75,l2_sim_cc_100,l1_sim_cc_5,l1_sim_cc_10,l1_sim_cc_25,l1_sim_cc_50,l1_sim_cc_75,l1_sim_cc_100,l2_sim_wiki_5,l2_sim_wiki_10,l2_sim_wiki_25,l2_sim_wiki_50,l2_sim_wiki_75,l2_sim_wiki_100
see,find,person_2097,vedere,trovare,Italian,RV,it,0.5061773061752319,0.4867695569992066,0.4388070702552795,0.4127062559127808,0.39988934993743896,0.3962501287460327,0.4922209978103638,0.4816611409187317,0.4769021272659302,0.4755462408065796,0.4749512374401093,0.4721221923828125,0.37578117847442627,0.41847923398017883,0.36718305945396423,0.3427064120769501,0.33188101649284363,0.31929802894592285
dancing,ballets,person_2771,ballare,balletti,Italian,RN,it,0.4116906523704529,0.3885346651077271,0.34138721227645874,0.3325947821140289,0.33059582114219666,0.3306601345539093,0.41471022367477417,0.38774174451828,0.3435189127922058,0.33299654722213745,0.31522136926651,0.3067662119865417,0.3932565450668335,0.36463186144828796,0.341590940952301,0.3241819739341736,0.31797346472740173,0.30940577387809753
go,stay,person_1722,andare,soggiornare,Italian,RV,it,0.2773976624011993,0.2680901885032654,0.2482136934995651,0.23161405324935916,0.2200254201889038,0.2147483229637146,0.3466764092445373,0.3101808428764343,0.3081223964691162,0.31713783740997314,0.3203553557395935,0.3209960460662842,0.3756232261657715,0.426041841506958,0.3714963495731354,0.33403804898262024,0.31262099742889404,0.30681800842285156
lets,makes,person_1722,lascia,rende,Italian,RV,it,0.4290502071380615,0.4311886429786682,0.4319095015525818,0.3989955484867096,0.3856046497821808,0.3737455010414124,0.4067536592483521,0.377849280834198,0.3596789836883545,0.3359428644180298,0.33928805589675903,0.3411799669265747,0.40357863903045654,0.3635934591293335,0.36155855655670166,0.38410937786102295,0.36741799116134644,0.3505142629146576
hear,know,person_1722,sentire,sapere,Italian,RV,it,0.5114585757255554,0.4805412888526917,0.4632461071014404,0.4068232178688049,0.38541990518569946,0.37902191281318665,0.4745821058750153,0.4633424878120422,0.4303752779960632,0.4129741787910461,0.4109734296798706,0.4044578075408936,0.38773536682128906,0.39359867572784424,0.3843570649623871,0.36353814601898193,0.34722572565078735,0.3449011743068695
opportunity,possibility,person_1722,opportunità,possibilità,Italian,RN,it,0.32255256175994873,0.3143237829208374,0.2893093824386597,0.27906933426856995,0.2690611183643341,0.2599550485610962,0.5328052043914795,0.5584155321121216,0.4905757904052734,0.464836061000824,0.4553419649600983,0.4484891295433045,0.2740115225315094,0.2310687005519867,0.19683139026165009,0.17940697073936462,0.17116886377334595,0.1580011546611786
losing,loosing,person_290,perdere,perdere,Italian,RV,it,0.7431735992431641,0.6933752298355103,0.5757228136062622,0.5060672760009766,0.4603075385093689,0.4376545250415802,0.7469866871833801,0.6953129768371582,0.6463029384613037,0.6125824451446533,0.5940102934837341,0.5809755325317383,0.6888166666030884,0.596186637878418,0.4660223126411438,0.3978082239627838,0.3663879632949829,0.34324178099632263
could,would,person_2685,potrebbe,sarebbe,Italian,RV,it,0.7784546613693237,0.6931021809577942,0.6290518045425415,0.6093465089797974,0.5956603288650513,0.5844718217849731,0.6199066042900085,0.6188677549362183,0.6137804388999939,0.5873103737831116,0.5682796239852905,0.562606692314148,0.7673077583312988,0.6807084083557129,0.5876848697662354,0.5218649506568909,0.4855762720108032,0.4634557366371155
received,had,person_290,ricevuto,aveva,Italian,RV,it,0.3679600358009337,0.3302799463272095,0.2990341782569885,0.3014808297157288,0.2880023121833801,0.2872992753982544,0.4299644231796265,0.3889589905738831,0.3987642526626587,0.3886514902114868,0.3800421357154846,0.37529700994491577,0.20103693008422852,0.20195378363132477,0.1802823543548584,0.18399971723556519,0.176914781332016,0.16638067364692688
can,must,person_2685,può,deve,Italian,RV,it,0.6337471008300781,0.6034663915634155,0.5483072400093079,0.4849677979946137,0.4584434628486633,0.4449238181114197,0.8013412356376648,0.7512775659561157,0.7029496431350708,0.6465932130813599,0.618726909160614,0.6044554710388184,0.7367042303085327,0.6340888738632202,0.5251450538635254,0.45187821984291077,0.427715539932251,0.40561825037002563
maintain,keep,person_2685,mantenere,mantenere,Italian,RV,it,0.444982647895813,0.4026556611061096,0.37590545415878296,0.33836525678634644,0.3337544798851013,0.3233632445335388,0.8140023946762085,0.7805851101875305,0.7246866822242737,0.6767773628234863,0.6503637433052063,0.6334533095359802,0.42878618836402893,0.41773635149002075,0.3730102777481079,0.333734929561615,0.3161812424659729,0.3047869801521301
time,period,person_1543,tempo,periodo,Italian,RN,it,0.5168081521987915,0.4491288661956787,0.4077922403812408,0.3943488001823425,0.3792393207550049,0.3704292476177216,0.5080826282501221,0.4710298180580139,0.4659889042377472,0.43031489849090576,0.4184562861919403,0.4130935072898865,0.3884636163711548,0.37820708751678467,0.2791440486907959,0.24454069137573242,0.22249488532543182,0.21727898716926575
gets,is,person_929,ottiene,è,Italian,RV,it,0.24875935912132266,0.24838393926620486,0.2451778501272201,0.2296085357666016,0.22087448835372925,0.21516266465187076,0.07381471991539001,0.0778936892747879,0.08975809812545776,0.08489874005317688,0.08128146827220918,0.0749826729297638,0.36033034324645996,0.3513298034667969,0.35216039419174194,0.3386279046535492,0.3221111595630646,0.30943888425827026
options,chance,person_2333,opzioni,possibilità,Italian,RN,it,0.1676429808139801,0.1392780989408493,0.12266166508197784,0.13054728507995605,0.12798172235488892,0.12923818826675415,0.3050927221775055,0.2903215885162353,0.27058953046798706,0.25330573320388794,0.2511354982852936,0.2453030645847321,0.2276843786239624,0.20463234186172485,0.19091811776161194,0.16907575726509094,0.15289604663848877,0.14671534299850464
advertised,announced,person_2333,pubblicizzato,annunciato,Italian,RV,it,0.21835841238498688,0.2013317346572876,0.2153649777173996,0.2078692615032196,0.2062601149082184,0.20197463035583496,0.3935369551181793,0.3928493559360504,0.4065181612968445,0.3942854404449463,0.3910923898220062,0.3951433300971985,0.14317375421524048,0.13871219754219055,0.12085007131099701,0.10771602392196655,0.09213028103113174,0.0901348888874054
stage,scene,person_2333,palco,scena,Italian,RN,it,0.3020366132259369,0.2902931869029999,0.26792705059051514,0.25071054697036743,0.23896868526935575,0.2279070019721985,0.3895096778869629,0.3568376302719116,0.3325458765029907,0.32056400179862976,0.30965396761894226,0.3001377880573273,0.17735815048217773,0.17191940546035767,0.1395827978849411,0.13851115107536316,0.13588902354240417,0.13682261109352112
classical,classic,person_929,classica,classico,Italian,RJ,it,0.3756580948829651,0.3598447144031525,0.3367208242416382,0.321504682302475,0.3148387670516968,0.31154128909111023,0.513092041015625,0.5248398780822754,0.4346312284469605,0.3883471488952637,0.37183356285095215,0.35896435379981995,0.33878234028816223,0.30798953771591187,0.2974470257759094,0.2966375946998596,0.2966933250427246,0.29886990785598755
started,was,person_2333,iniziato,era,Italian,RV,it,0.4131850898265839,0.4624600410461426,0.4065459370613098,0.39950257539749146,0.3882526755332947,0.38124164938926697,0.42511409521102905,0.4006350636482239,0.3915190100669861,0.3832570910453797,0.3812825679779053,0.37334465980529785,0.24526561796665192,0.263563334941864,0.24454113841056824,0.23295265436172485,0.22785592079162598,0.2275947630405426
described,explained,person_929,descritto,spiegato,Italian,RV,it,0.4794367253780365,0.4803160429000855,0.4773803353309631,0.4418174624443054,0.4323891997337341,0.4216715395450592,0.5666664242744446,0.5436276197433472,0.5481545925140381,0.5283824205398561,0.5165187120437622,0.5053935647010803,0.3940524756908417,0.35667088627815247,0.32870179414749146,0.3125975728034973,0.3145432770252228,0.29801762104034424
main,major,person_2333,principale,principali,Italian,RJ,it,0.4319649338722229,0.38664180040359497,0.3635947108268738,0.3114753067493439,0.29409489035606384,0.2896581292152405,0.3089044690132141,0.28821688890457153,0.27073389291763306,0.25771263241767883,0.25303292274475103,0.2496800124645233,0.5848405361175537,0.4633433222770691,0.3697264790534973,0.3218304514884949,0.3034229278564453,0.2890141010284424
stay,keep,person_2333,soggiornare,mantenere,Italian,RV,it,0.4197502732276917,0.36861032247543335,0.3161557614803314,0.2841096222400665,0.2652646601200104,0.2562675476074219,0.23478686809539795,0.2124527245759964,0.20761463046073916,0.21041655540466309,0.21918344497680664,0.21988002955913544,0.6178863048553467,0.5258031487464905,0.4833132028579712,0.3986775279045105,0.362973690032959,0.3451140522956848
attended,joined,person_929,frequentato,aderito,Italian,RV,it,0.3453274369239807,0.3102429211139679,0.299491822719574,0.3062799274921417,0.30333322286605835,0.30072057247161865,0.2328779399394989,0.2358725666999817,0.22189003229141235,0.22783441841602325,0.25019320845603943,0.2552473843097687,0.33394718170166016,0.3141743540763855,0.30772343277931213,0.3045381009578705,0.2884403467178345,0.2831608057022095
afterwards,after,person_756,successivamente,dopo,Italian,RY,it,0.5406426191329956,0.5305905342102051,0.4650031924247742,0.4456033706665039,0.4230499267578125,0.4080672860145569,0.4606844782829285,0.4152388870716095,0.3856048583984375,0.38726651668548573,0.3792874217033386,0.3739209175109863,0.33012163639068604,0.3295901119709015,0.26801159977912903,0.24382275342941284,0.2365742325782776,0.2317163050174713
full,whole,person_929,completo,intero,Italian,RJ,it,0.2916597425937653,0.2776608169078827,0.2696986794471741,0.2548297047615051,0.2563464343547821,0.2516894340515137,0.33684560656547546,0.3499752879142761,0.3455277383327484,0.340197890996933,0.3454774618148804,0.34493488073349,0.2247830182313919,0.18611624836921692,0.16739600896835327,0.1581040918827057,0.15307465195655823,0.1495269238948822
hoax,invention,person_756,bufala,invenzione,Italian,RN,it,0.10613512247800827,0.0906018391251564,0.09342419356107713,0.08543556928634644,0.08764325827360152,0.08705992996692657,0.3495246171951294,0.3348478674888611,0.3111739754676819,0.3194587230682373,0.3186866641044617,0.3203885853290558,0.1854441612958908,0.1777399331331253,0.14981752634048462,0.13550908863544464,0.13559319078922272,0.13614830374717712
show,spectacle,person_2685,visualizza,spettacolo,Italian,RN,it,0.2574021816253662,0.2584420740604401,0.2514396607875824,0.2309492230415344,0.22211578488349915,0.2133014500141144,0.07596655189990997,0.07834826409816742,0.085115447640419,0.08444315195083618,0.08276671171188353,0.08611992001533507,0.19854898750782013,0.18607673048973083,0.18538117408752441,0.18473032116889954,0.1811423897743225,0.17766976356506348
promised,assured,person_756,promesso,assicurato,Italian,RV,it,0.39891374111175537,0.3665609359741211,0.3395004272460937,0.33817005157470703,0.3268216550350189,0.3232966661453247,0.3799679279327393,0.33691689372062683,0.3511507511138916,0.34933048486709595,0.36276519298553467,0.35875871777534485,0.3968682587146759,0.3614056706428528,0.36362314224243164,0.32484233379364014,0.30797064304351807,0.30004459619522095
distant,far,person_2685,distante,lontano,Italian,RJ,it,0.3267401456832886,0.2914906144142151,0.2799522876739502,0.25876671075820923,0.2447790801525116,0.2291004955768585,0.7286307811737059,0.6185904741287231,0.5474504232406616,0.5044297575950623,0.4837149977684021,0.4682709574699402,0.2138097733259201,0.19652159512043,0.19667577743530273,0.19002795219421387,0.1766992211341858,0.1718641221523285
get,have,person_2685,ottenere,hanno,Italian,RV,it,0.4519150257110596,0.4776559770107269,0.4321019351482392,0.4111254811286926,0.4047117829322815,0.3916256427764893,0.3332310914993286,0.3055853247642517,0.31986963748931885,0.31460535526275635,0.31325584650039673,0.31026148796081543,0.3335679769515991,0.30256372690200806,0.29820626974105835,0.2823261022567749,0.2938993275165558,0.2941415309906006
problems,troubles,person_290,problemi,guai,Italian,RN,it,0.6813806295394897,0.602941632270813,0.5296324491500854,0.5068529844284058,0.4991343319416046,0.4844730496406555,0.5709500312805176,0.5088830590248108,0.4997136294841766,0.4809864163398743,0.481202483177185,0.4667655825614929,0.6954468488693237,0.5868844985961914,0.49943190813064575,0.45571452379226685,0.42416396737098694,0.4096839427947998
got,came,person_290,ottenuto,venuto,Italian,RV,it,0.5249487161636353,0.5350515842437744,0.5120951533317566,0.4844989776611328,0.4709421396255493,0.4513822495937347,0.310467541217804,0.31750917434692383,0.34535494446754456,0.3496328592300415,0.3598590493202209,0.3522371053695679,0.4466972351074219,0.5010343790054321,0.4093751907348633,0.3579947352409363,0.3349452316761017,0.3185959458351135
afterwards,after,person_1288,successivamente,dopo,Italian,RY,it,0.5406426191329956,0.5305905342102051,0.4650031924247742,0.4456033706665039,0.4230499267578125,0.4080672860145569,0.4606844782829285,0.4152388870716095,0.3856048583984375,0.38726651668548573,0.3792874217033386,0.3739209175109863,0.33012163639068604,0.3295901119709015,0.26801159977912903,0.24382275342941284,0.2365742325782776,0.2317163050174713
let,make,person_531,lasciare,rendere,Italian,RV,it,0.3713749051094055,0.39260101318359375,0.3755890727043152,0.358784019947052,0.3557971715927124,0.3520309031009674,0.3962317705154419,0.37235963344573975,0.3710207939147949,0.3623882532119751,0.3643609285354614,0.3636647462844849,0.2689788341522217,0.28113076090812683,0.2591249942779541,0.2588038742542267,0.26130548119544983,0.2598331570625305
low,small,person_151,bassa,piccolo,Italian,RJ,it,0.2536933422088623,0.2357203364372253,0.21471577882766724,0.20900341868400574,0.20607420802116394,0.20335519313812256,0.2332359105348587,0.21293756365776065,0.21020883321762085,0.2087547779083252,0.20422449707984924,0.20013682544231412,0.19264847040176392,0.1809575855731964,0.16237476468086243,0.14753001928329468,0.1544104814529419,0.1555100977420807
bars,pubs,person_151,bar,pub,Italian,RN,it,0.3959657549858093,0.3870364427566528,0.4115338921546936,0.4210208654403687,0.4068763256072998,0.3920726180076599,0.6115289926528931,0.5485198497772217,0.5025306940078735,0.4898644685745239,0.4815293550491333,0.4699750244617462,0.4599229693412781,0.3992997407913208,0.40226051211357117,0.37628835439682007,0.362295925617218,0.3554825186729431
cause,let,person_151,causare,lasciare,Italian,RV,it,0.2409112900495529,0.2310287058353424,0.20474182069301605,0.1847800314426422,0.1870868057012558,0.18191508948802948,0.3824655413627625,0.35807234048843384,0.34199947118759155,0.3472304344177246,0.3474392890930176,0.34271737933158875,0.1989150047302246,0.1745697557926178,0.1538703739643097,0.14166468381881714,0.14043548703193665,0.138761967420578
make,let,person_151,rendere,lasciare,Italian,RV,it,0.3713749051094055,0.39260101318359375,0.3755890727043152,0.358784019947052,0.3557971715927124,0.3520309031009674,0.3962317705154419,0.37235963344573975,0.3710207939147949,0.3623882532119751,0.3643609285354614,0.3636647462844849,0.2689788341522217,0.28113076090812683,0.2591249942779541,0.2588038742542267,0.26130548119544983,0.2598331570625305
situation,organization,person_151,situazione,organizzazione,Italian,RN,it,0.1708562970161438,0.17203645408153534,0.16329848766326904,0.14970147609710693,0.13351482152938846,0.12332893162965775,0.3189789652824402,0.3055866360664368,0.2952992618083954,0.2873182892799377,0.2863692343235016,0.2892985939979553,0.13333313167095184,0.1119738519191742,0.09576141089200974,0.08722329139709473,0.08248116075992584,0.08398667722940445
suited,supported,person_151,adatto,supportati,Italian,RV,it,0.2106320559978485,0.2037910223007202,0.20562392473220825,0.20054815709590912,0.2017948925495148,0.2000693082809448,0.2791600823402405,0.24966438114643094,0.2526979446411133,0.2427830696105957,0.2375824749469757,0.24007077515125275,0.18488240242004395,0.1819029450416565,0.17105922102928162,0.15911348164081573,0.15796008706092834,0.149787038564682
sincerely,faithfully,person_192,sinceramente,fedelmente,Italian,RY,it,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716,0.2644672691822052,0.2585339546203613,0.26780277490615845,0.2743673324584961,0.2697163820266724,0.2661108076572418,0.33496326208114624,0.308074027299881,0.2708606719970703,0.2648465633392334,0.26764702796936035,0.2606129050254822
children,sons,person_192,bambini,figli,Italian,RN,it,0.5142091512680054,0.4727576673030853,0.44774186611175537,0.4344716668128967,0.4303714036941528,0.4212343394756317,0.5445835590362549,0.520266592502594,0.4714958667755127,0.4605646133422852,0.4354326725006104,0.4310013055801392,0.4956338405609131,0.48328205943107605,0.43466007709503174,0.4259270131587982,0.4094613194465637,0.3932427167892456
have,do,person_192,hanno,fare,Italian,RV,it,0.3500128984451294,0.38701772689819336,0.378483772277832,0.389206737279892,0.3759952783584595,0.3655768632888794,0.35282284021377563,0.3476764261722565,0.3352788090705872,0.3312525749206543,0.3304360508918762,0.32394498586654663,0.3601062297821045,0.31169235706329346,0.3044379949569702,0.3038233518600464,0.3182968199253082,0.3263322114944458
not,no,person_192,non,nessun,Italian,RY,it,0.3504297137260437,0.3449804186820984,0.3344390392303467,0.3253712952136993,0.3218091130256653,0.3114154636859894,0.478078305721283,0.4808410704135895,0.4861737489700317,0.4584932923316956,0.4367436170578003,0.4275088310241699,0.41678184270858765,0.42846059799194336,0.4226754307746887,0.38882410526275635,0.3689693510532379,0.35457468032836914
fine,right,person_226,bene,giusto,Italian,RJ,it,0.19019293785095212,0.19247791171073916,0.2082996368408203,0.1995777189731598,0.19800546765327454,0.19548510015010834,0.4304587841033936,0.4134818911552429,0.3943905830383301,0.3803993463516235,0.3742058277130127,0.3718060851097107,0.12737953662872314,0.11089595407247543,0.11660079658031464,0.12046058475971222,0.12722742557525635,0.12073267996311188
organize,set,person_226,organizzare,impostare,Italian,RV,it,0.15716779232025144,0.14509493112564087,0.13032320141792295,0.1438705027103424,0.146697998046875,0.14653950929641724,0.4460909962654114,0.4389256238937378,0.4494523704051971,0.4463610649108887,0.455955445766449,0.4535215497016907,0.1561688482761383,0.13560986518859863,0.14491745829582214,0.14058782160282135,0.12819917500019073,0.1235295906662941
decision,choice,person_226,decisione,scelta,Italian,RN,it,0.4576697945594788,0.4343397319316864,0.3982677459716797,0.37369304895401,0.3664213418960571,0.3582527637481689,0.6098283529281616,0.5165349841117859,0.4700152277946472,0.4533810019493103,0.4376832246780396,0.4305447936058045,0.34361279010772705,0.2986157536506653,0.26924800872802734,0.24554361402988434,0.22823376953601837,0.21690824627876282
opportunity,possibility,person_226,opportunità,possibilità,Italian,RN,it,0.32255256175994873,0.3143237829208374,0.2893093824386597,0.27906933426856995,0.2690611183643341,0.2599550485610962,0.5328052043914795,0.5584155321121216,0.4905757904052734,0.464836061000824,0.4553419649600983,0.4484891295433045,0.2740115225315094,0.2310687005519867,0.19683139026165009,0.17940697073936462,0.17116886377334595,0.1580011546611786
appreciate,love,person_226,apprezzare,amo,Italian,RV,it,0.4070886969566345,0.3750764131546021,0.35891953110694885,0.3233555555343628,0.3091940879821777,0.30756598711013794,0.3477586209774017,0.3296076059341431,0.3300508260726929,0.3085073828697205,0.2983004450798035,0.2918014228343964,0.3865938186645508,0.3432025909423828,0.32393768429756165,0.3252425789833069,0.31210213899612427,0.3071756362915039
opportunity,possibility,person_226,opportunità,possibilità,Italian,RN,it,0.32255256175994873,0.3143237829208374,0.2893093824386597,0.27906933426856995,0.2690611183643341,0.2599550485610962,0.5328052043914795,0.5584155321121216,0.4905757904052734,0.464836061000824,0.4553419649600983,0.4484891295433045,0.2740115225315094,0.2310687005519867,0.19683139026165009,0.17940697073936462,0.17116886377334595,0.1580011546611786
hear,know,person_531,sentire,sapere,Italian,RV,it,0.5114585757255554,0.4805412888526917,0.4632461071014404,0.4068232178688049,0.38541990518569946,0.37902191281318665,0.4745821058750153,0.4633424878120422,0.4303752779960632,0.4129741787910461,0.4109734296798706,0.4044578075408936,0.38773536682128906,0.39359867572784424,0.3843570649623871,0.36353814601898193,0.34722572565078735,0.3449011743068695
change,chance,person_531,cambiare,possibilità,Italian,RV,it,0.17807523906230927,0.167668879032135,0.17117848992347715,0.17029762268066406,0.16621559858322146,0.16071437299251554,0.3240640163421631,0.3158322870731354,0.31405872106552124,0.3172755837440491,0.31982824206352234,0.3158192038536072,0.06294892728328705,0.049019988626241684,0.06338842958211899,0.07143016159534454,0.07450582087039948,0.07777225971221924
even,also,person_518,anche,anche,Italian,RY,it,0.3954747021198273,0.42002496123313904,0.4306565225124359,0.4127501547336577,0.3968827724456787,0.3855498135089874,0.8263176679611206,0.7761703133583069,0.7221325635910034,0.6797094941139221,0.6586722135543823,0.6430950760841371,0.34466156363487244,0.3094217777252197,0.31651735305786133,0.2912003695964813,0.2849980890750885,0.2714850604534149
festival,edition,person_518,festival,edizione,Italian,RN,it,0.18176674842834475,0.1651509702205658,0.1488075852394104,0.14559173583984375,0.1401248425245285,0.13738156855106354,0.3797341585159302,0.3466745615005493,0.3481903672218323,0.3371500968933105,0.33239179849624634,0.33087196946144104,0.15027636289596558,0.17462870478630066,0.16956107318401337,0.16755080223083496,0.1627902388572693,0.16132526099681854
largest,biggest,person_1288,maggiori,maggiori,Italian,RJ,it,0.5939890146255493,0.5559656023979187,0.5038429498672485,0.4810574054718018,0.46471253037452703,0.4654382765293121,0.6850686073303223,0.6190198659896851,0.5469793081283569,0.5098375082015991,0.4911441504955292,0.4788856506347656,0.6059278249740601,0.5240998268127441,0.45794326066970825,0.4203197956085205,0.3856734037399292,0.36922210454940796
route,street,person_1288,itinerario,street,Italian,RN,it,0.2465910315513611,0.2324715554714203,0.22590261697769165,0.21156027913093567,0.2017475664615631,0.20145215094089508,0.1482238918542862,0.1526365876197815,0.14901041984558105,0.1527961939573288,0.14742034673690796,0.14486020803451538,0.2478935569524765,0.21523967385292053,0.226995050907135,0.21754571795463562,0.21322095394134521,0.20558133721351624
proportion,part,person_1288,proporzione,parte,Italian,RN,it,0.21815678477287287,0.2269914597272873,0.20119774341583246,0.1998254358768463,0.195436030626297,0.19263991713523865,0.3076855540275574,0.2888258695602417,0.2980031371116638,0.2978384494781494,0.29976341128349304,0.2972187101840973,0.13537627458572388,0.11940710991621017,0.11443906277418137,0.10549722611904144,0.1016944944858551,0.10193899273872375
large,big,person_1288,grande,grande,Italian,RJ,it,0.5923492908477783,0.5541363954544067,0.5427341461181641,0.4988848567008972,0.4762317538261414,0.468063622713089,0.7967747449874878,0.7189690470695496,0.6395098567008972,0.5933147668838501,0.5692132115364075,0.5532232522964478,0.4833393692970276,0.5280508995056152,0.47796833515167236,0.4108498692512512,0.36188316345214844,0.3341875672340393
world,word,person_1288,mondo,parola,Italian,RN,it,0.13494938611984253,0.14466464519500732,0.136478453874588,0.1150003969669342,0.10463438928127287,0.09806614369153976,0.16387301683425906,0.1595783680677414,0.15605084598064425,0.14656837284564972,0.14466094970703125,0.14536800980567932,0.11553241312503815,0.09911629557609558,0.09091094881296158,0.08318313956260681,0.07679054141044617,0.07555083930492401
refund,restitution,person_1288,rimborso,restituzione,Italian,RN,it,0.2801417708396912,0.2687180638313293,0.2569552063941956,0.2489318698644638,0.2449932098388672,0.2369670569896698,0.4549729824066162,0.469552755355835,0.4384067058563232,0.3974106311798096,0.3784073889255524,0.3727625608444214,0.28817519545555115,0.2992585301399231,0.28581735491752625,0.2751316428184509,0.2635369896888733,0.26484352350234985
not,no,person_1288,non,nessun,Italian,RY,it,0.3504297137260437,0.3449804186820984,0.3344390392303467,0.3253712952136993,0.3218091130256653,0.3114154636859894,0.478078305721283,0.4808410704135895,0.4861737489700317,0.4584932923316956,0.4367436170578003,0.4275088310241699,0.41678184270858765,0.42846059799194336,0.4226754307746887,0.38882410526275635,0.3689693510532379,0.35457468032836914
noticed,noted,person_1288,notato,notato,Italian,RV,it,0.4055764079093933,0.3991686105728149,0.409831166267395,0.3769463300704956,0.3559154570102692,0.342568576335907,0.7795920372009277,0.7320596575737,0.6724148392677307,0.6274775266647339,0.6025900840759277,0.5848031640052795,0.2964983880519867,0.3022286891937256,0.25273481011390686,0.23521775007247925,0.22132430970668793,0.219164177775383
include,put,person_150,includono,mettere,Italian,RV,it,0.1967328190803528,0.17267493903636932,0.14727309346199036,0.1470971256494522,0.1390121430158615,0.1397424191236496,0.1887679398059845,0.20711830258369449,0.23044779896736145,0.24283166229724884,0.2406593114137649,0.2350358217954636,0.1422620266675949,0.1483038067817688,0.1406734585762024,0.12464512884616852,0.11346232891082764,0.10993283987045288
varied,various,person_2397,vario,vari,Italian,RJ,it,0.4532334208488464,0.4289186000823975,0.3869239091873169,0.3641757369041443,0.343435138463974,0.3310880661010742,0.4282984435558319,0.4129968285560608,0.39491844177246094,0.3738071918487549,0.3650349974632263,0.3528666198253632,0.4651082158088684,0.4561959505081177,0.44367715716362,0.40071725845336914,0.3777633309364319,0.36108094453811646
finally,eventually,person_2397,infine,finalmente,Italian,RY,it,0.603141188621521,0.5183132886886597,0.4829813241958618,0.44494181871414185,0.4281286299228668,0.4153462052345276,0.4169884920120239,0.4539500176906586,0.4322909116744995,0.4224726557731629,0.4196369051933289,0.4051339328289032,0.4694363474845886,0.47718045115470886,0.40829187631607056,0.37366074323654175,0.3511488437652588,0.32576611638069153
full,whole,person_2397,completo,intero,Italian,RJ,it,0.2916597425937653,0.2776608169078827,0.2696986794471741,0.2548297047615051,0.2563464343547821,0.2516894340515137,0.33684560656547546,0.3499752879142761,0.3455277383327484,0.340197890996933,0.3454774618148804,0.34493488073349,0.2247830182313919,0.18611624836921692,0.16739600896835327,0.1581040918827057,0.15307465195655823,0.1495269238948822
destroy,broke,person_2395,distruggere,rotto,Italian,RV,it,0.2025389522314072,0.1959612667560577,0.1775692105293274,0.1660127341747284,0.15954235196113584,0.16018952429294586,0.2585679888725281,0.25795310735702515,0.2556639313697815,0.2520304322242737,0.24810972809791565,0.2460708022117615,0.17326217889785767,0.1619742214679718,0.1311001479625702,0.12366180121898651,0.11546215415000916,0.11164014786481857
get,have,person_2097,ottenere,hanno,Italian,RV,it,0.4519150257110596,0.4776559770107269,0.4321019351482392,0.4111254811286926,0.4047117829322815,0.3916256427764893,0.3332310914993286,0.3055853247642517,0.31986963748931885,0.31460535526275635,0.31325584650039673,0.31026148796081543,0.3335679769515991,0.30256372690200806,0.29820626974105835,0.2823261022567749,0.2938993275165558,0.2941415309906006
having,getting,person_226,avendo,ottenere,Italian,RV,it,0.4954860210418701,0.4916112422943115,0.4783888757228851,0.4457034468650818,0.4306278824806213,0.4208694696426392,0.3606649041175842,0.3607093095779419,0.3675190210342407,0.363130658864975,0.3574267625808716,0.35270804166793823,0.4410932958126068,0.411304235458374,0.3881678879261017,0.3541758060455322,0.33778876066207886,0.32488709688186646
displeasure,complaint,person_2097,dispiacere,denuncia,Italian,RN,it,0.2880285382270813,0.2887522578239441,0.2714928388595581,0.2548958659172058,0.2470287382602692,0.2407067865133285,0.1949998438358307,0.1804940402507782,0.18392398953437805,0.18404024839401245,0.1884622871875763,0.1850673854351044,0.18743470311164856,0.1763928234577179,0.1733894944190979,0.15635830163955688,0.1474131941795349,0.1443849354982376
up,out,person_949,fino,fuori,Italian,RY,it,0.37698352336883545,0.3605758547782898,0.3449239134788513,0.3298618197441101,0.32830822467803955,0.31721070408821106,0.2644895613193512,0.2621214091777801,0.25210171937942505,0.25511395931243896,0.2594332993030548,0.2610413432121277,0.5627926588058472,0.5047072172164917,0.4090055823326111,0.34760451316833496,0.319213330745697,0.30533918738365173
small,little,person_122,piccolo,po',Italian,RJ,it,0.5026019811630249,0.4827560186386109,0.42035260796546936,0.4036315977573395,0.3976603746414185,0.38160961866378784,0.2956526279449463,0.26101434230804443,0.22837261855602264,0.2142738401889801,0.20961084961891172,0.20350024104118347,0.222635418176651,0.20543697476387024,0.2037791907787323,0.19514885544776917,0.18882933259010315,0.18562021851539612
designers,stylists,person_2397,progettisti,stilisti,Italian,RN,it,0.4643213748931885,0.4275696277618408,0.4112163782119751,0.3953815996646881,0.38755130767822266,0.3708209693431854,0.4950652718544006,0.4640323519706726,0.4695996046066284,0.4605138301849365,0.452036440372467,0.4389704465866089,0.45873773097991943,0.4567714333534241,0.44265568256378174,0.42231035232543945,0.4091126322746277,0.39960968494415283
