language,type,i,c,id
Japanese,RN,way,method,person_1613
Japanese,RJ,grateful,great,person_1613
Polish,RV,loose,lose,person_2681
Polish,RJ,secure,safe,person_2681
Greek,RN,moment,time,person_2656
Greek,RV,think,thank,person_2656
Greek,RV,make,be,person_2656
Spanish,RV,EXPRESS,SAY,person_2642
Spanish,RV,PASS,TAKE,person_2642
Spanish,RN,COLUMN,BACK,person_2642
Spanish,RV,DON'T,WON'T,person_2642
Spanish,RN,COLUMN,BACK,person_2642
Spanish,RV,DO,FOLLOW,person_2642
Spanish,RV,COVER,CONTINUING,person_2642
Spanish,RV,CARRY,BRING,person_2642
Spanish,RV,PUTTING,BRINGING,person_2642
Spanish,RN,HISTORIES,STORIES,person_2642
Spanish,RV,ARE,DO,person_2642
Spanish,RV,WON'T,SHOULDN'T,person_2642
Spanish,RN,LOOKING,GLIMPSE,person_2642
Spanish,RV,COMMANDED,RULED,person_2642
Spanish,RN,competence,competition,person_1363
Spanish,RV,do,go,person_1363
Thai,RJ,exciting,excited,person_805
Thai,RV,Are,Do,person_805
Thai,RY,mostly,almost,person_805
Thai,RY,Sometime,Sometimes,person_805
French,RV,practicing,doing,person_2118
French,RN,excursion,trip,person_2118
French,RV,checking,shaking,person_2118
French,RV,keep,have,person_2118
French,RN,souvenir,memory,person_2118
Chinese,RV,tied,tried,person_742
Chinese,RV,shall,should,person_742
Chinese,RV,will,should,person_742
Chinese,RN,base,basis,person_742
Chinese,RV,do,get,person_742
Chinese,RN,lesson,class,person_742
Spanish,RV,find,think,person_2050
Spanish,RN,position,row,person_2050
Japanese,RY,How,What,person_971
French,RV,make,cause,person_965
French,RV,let,leave,person_965
French,RV,discover,try,person_965
French,RV,propose,offer,person_965
French,RV,done,been,person_965
French,RV,retire,withdraw,person_965
French,RN,mechanics,engineering,person_965
French,RV,give,create,person_965
Spanish,RN,clothes,clothing,person_1565
Spanish,RN,brakes,breaks,person_1565
Chinese,RJ,glad,pleased,person_1015
Chinese,RN,enthusiasm,hobby,person_1015
Chinese,RV,begun,been,person_1015
Chinese,RN,job,treat,person_1015
Chinese,RN,owners,retailers,person_1015
Chinese,RV,estimated,expected,person_1015
Chinese,RV,effect,affect,person_1015
Spanish,RV,know,learn,person_2535
Spanish,RN,chorus,choir,person_2535
Spanish,RY,too,very,person_2535
Spanish,RN,days,month,person_1996
Spanish,RJ,fine,well,person_1996
Japanese,RY,specially,especially,person_2521
Japanese,RV,use,spend,person_2521
Chinese,RV,reply,answer,person_2290
Chinese,RN,answers,questions,person_2290
Chinese,RV,make,agree,person_2290
Chinese,RV,must,will,person_2290
Chinese,RY,too,very,person_2290
Chinese,RV,can,should,person_2290
Chinese,RV,bring,have,person_2290
Chinese,RJ,enjoyable,happy,person_2290
Japanese,RN,work,job,person_1564
Japanese,RN,sign,signature,person_1202
Turkish,RV,been,stayed,person_958
Turkish,RN,possibility,choice,person_958
Turkish,RN,market,shop,person_958
Turkish,RV,spend,use,person_958
French,RN,moment,time,person_780
French,RV,goes,start,person_780
French,RV,take,pick,person_780
French,RV,Excuse,Forgive,person_780
French,RN,scene,stage,person_780
French,RY,here,there,person_780
Thai,RV,influences,encourages,person_1558
Thai,RV,can,would,person_1558
Thai,RV,like,are,person_1558
Russian,RY,very,really,person_2045
Russian,RY,very,really,person_2045
Russian,RN,term,time,person_2045
Russian,RN,view,sight,person_2045
Russian,RY,absolutely,completely,person_2045
Spanish,RV,try,choose,person_804
Spanish,RV,practice,do,person_804
Spanish,RV,done,tried,person_804
Spanish,RV,may,will,person_804
Spanish,RN,costs,expenses,person_804
Spanish,RY,very,great,person_804
Spanish,RV,thank,think,person_804
Spanish,RJ,big,large,person_804
Turkish,RJ,fine,okay,person_2643
Turkish,RN,courses,lessons,person_2643
Turkish,RV,met,made,person_2643
Turkish,RN,staff,stuff,person_2643
Portuguese,RN,resistance,stamina,person_2657
Portuguese,RN,subject,question,person_2657
Portuguese,RV,kill,waste,person_2657
Portuguese,RY,specially,especially,person_2657
Russian,RN,power,energy,person_186
Spanish,RV,find,think,person_1160
Spanish,RN,group,club,person_1160
Spanish,RV,wish,want,person_1160
Spanish,RN,musical,music,person_1160
Polish,RN,stuff,thing,person_435
Polish,RN,seeking,searching,person_435
Spanish,RV,wonder,want,person_1821
Chinese,RV,granting,awarding,person_2494
Chinese,RV,found,noticed,person_2494
Chinese,RV,met,seen,person_2494
Chinese,RV,stroke,have,person_2494
Italian,RJ,well,good,person_1638
Italian,RV,reading,hearing,person_1638
German,RV,living,staying,person_1162
German,RN,camp,camping,person_1162
German,RN,beach,coast,person_1162
German,RN,good,item,person_1162
German,RN,nothing,something,person_1162
Thai,RJ,boring,bored,person_11
Chinese,RV,knew,learned,person_2696
Chinese,RN,Instruction,Introduction,person_2696
Chinese,RV,prove,improve,person_2696
Chinese,RV,show,teach,person_2696
Chinese,RV,stay,get,person_2696
Greek,RV,notice,note,person_2133
Greek,RN,bet,bed,person_2133
Greek,RV,take,bring,person_2133
Greek,RN,competition,holiday,person_2133
Greek,RV,inform,tell,person_2133
Greek,RY,so,such,person_2133
Greek,RN,moment,time,person_2133
Portuguese,RN,tests,exams,person_2655
Korean,RJ,wonderful,brilliant,person_999
Korean,RN,chance,opportunity,person_999
Korean,RN,works,work,person_999
Korean,RN,signatures,autographs,person_999
Greek,RV,brought,took,person_2090
Greek,RV,was,got,person_2090
Greek,RJ,young,early,person_2090
Greek,RV,assisted,helped,person_2090
Greek,RV,understood,realised,person_2090
Greek,RV,happen,was,person_2090
Greek,RN,enjoyment,pleasure,person_2090
Greek,RY,forwards,forward,person_741
Greek,RV,can,do,person_741
Polish,RN,term,time,person_1599
Polish,RV,train,do,person_1599
Polish,RV,requested,required,person_1599
French,RN,Ms,Madam,person_2084
French,RJ,well,good,person_2084
French,RV,buy,shop,person_2084
Portuguese,RJ,broken,broke,person_755
Portuguese,RV,could,should,person_755
Portuguese,RN,date,occasion,person_755
Portuguese,RV,be,get,person_755
Spanish,RJ,long,log,person_782
Chinese,RV,tell,give,person_231
Chinese,RY,However,Also,person_231
Chinese,RV,learning,studying,person_231
Chinese,RN,brakes,breaks,person_231
Chinese,RN,players,musicians,person_231
Chinese,RN,date,day,person_231
German,RV,live,stay,person_2279
German,RN,entry,entrance,person_2279
German,RV,collect,confiscate,person_2279
Italian,RV,satisfied,pleased,person_1759
Italian,RV,gone,been,person_1759
Italian,RN,period,time,person_1759
Italian,RJ,interested,interesting,person_1759
Italian,RN,journey,holiday,person_1759
Italian,RJ,amused,amusing,person_1759
Italian,RJ,glad,happy,person_1759
Italian,RN,possibility,opportunity,person_1759
Italian,RV,meeting,seeing,person_1759
Spanish,RN,fanatic,fan,person_2250
Spanish,RJ,suitable,helpful,person_2250
Spanish,RN,assistance,assistant,person_2250
Spanish,RN,work,job,person_2250
Spanish,RN,performance,act,person_2250
Spanish,RN,customs,costumes,person_2250
Greek,RJ,fanatic,keen,person_1573
Greek,RY,faithfully,sincerely,person_1573
Greek,RV,get,have,person_1573
German,RN,possibility,chance,person_754
German,RN,ground,surface,person_754
German,RN,master,champion,person_754
German,RJ,afraid,worried,person_754
German,RY,faithfully,sincerely,person_754
German,RV,like,want,person_754
German,RN,light,lighting,person_754
German,RV,reach,achieve,person_754
German,RY,ever,always,person_2091
German,RN,surf,surfing,person_2091
German,RV,visited,attended,person_2091
German,RN,level,standard,person_2091
Thai,RV,I'm,I've,person_807
Thai,RN,stuff,staff,person_807
Thai,RN,stuff,staff,person_807
Portuguese,RN,travel,trip,person_2318
Portuguese,RY,out,away,person_2318
Portuguese,RV,will,should,person_2318
Portuguese,RV,answer,reply,person_2318
Polish,RV,doing,making,person_2330
Portuguese,RN,date,time,person_2442
Portuguese,RV,increase,improve,person_2442
Portuguese,RY,too,really,person_2442
Portuguese,RV,aren't,don't,person_2442
Portuguese,RV,known,met,person_2442
Portuguese,RJ,stressed,stressful,person_2442
Polish,RV,get,catches,person_393
Polish,RV,can,might,person_393
Russian,RN,surf,surfing,person_2481
Russian,RN,surf,surfing,person_2481
Russian,RV,had,was,person_2481
Russian,RN,serf,surfing,person_2481
Russian,RY,faithfully,sincerely,person_2481
Russian,RV,do,go,person_2481
Russian,RV,do,go,person_2481
Russian,RV,will,is,person_2481
Spanish,RN,price,prize,person_1676
Spanish,RY,before,earlier,person_1676
Spanish,RN,price,prize,person_1676
Spanish,RN,cloth,clothing,person_1676
Spanish,RN,cloths,clothes,person_1676
Spanish,RJ,bored,boring,person_1676
Spanish,RN,cloths,clothes,person_1676
Spanish,RY,Sometime,Sometimes,person_1676
Italian,RJ,funny,fun,person_1892
Italian,RV,leaving,wasting,person_1892
Italian,RJ,funny,fun,person_1892
Italian,RV,do,go,person_1892
French,RV,done,entered,person_2343
French,RN,place,location,person_2343
French,RN,moment,time,person_2343
French,RJ,nervous,irritable,person_2343
French,RV,come,go,person_2343
Chinese,RV,learn,acquire,person_1886
Chinese,RJ,suitable,right,person_1886
Chinese,RN,lesson,subject,person_1886
Chinese,RV,express,show,person_1886
Chinese,RV,would,should,person_1886
French,RN,cloth,clothing,person_109
French,RJ,precise,special,person_109
French,RJ,pleasant,fun,person_109
French,RJ,funny,fun,person_109
French,RN,cloth,clothing,person_109
Greek,RN,win,winning,person_2155
Greek,RV,live,sleep,person_2155
Greek,RN,must,necessity,person_2155
Greek,RV,enjoys,does,person_2155
French,RJ,insecure,unsafe,person_900
French,RJ,medium,average,person_900
French,RN,material,equipment,person_900
French,RJ,good,correct,person_900
French,RN,scene,stage,person_900
French,RV,got,became,person_900
French,RV,realize,think,person_900
Chinese,RN,journey,trip,person_1514
Chinese,RY,faithfully,sincerely,person_1514
Dutch,RV,took,got,person_1272
Dutch,RV,made,taken,person_1272
Dutch,RJ,nearby,near,person_1272
Dutch,RV,informed,told,person_1272
Dutch,RV,shoot,should,person_1272
Russian,RN,care,concern,person_243
Russian,RV,clarify,answer,person_243
Russian,RN,wear,clothing,person_243
Russian,RN,ability,situation,person_243
Russian,RV,do,go,person_243
Russian,RV,do,go,person_243
Russian,RY,that,as,person_243
Russian,RV,do,go,person_243
Russian,RN,cities,centres,person_243
Russian,RJ,usual,normal,person_243
Russian,RN,issue,solutions,person_243
Russian,RV,seating,sitting,person_243
Italian,RJ,relative,related,person_2579
Italian,RN,sleep,sleeping,person_2579
Italian,RN,guitar,guitarist,person_2579
Italian,RV,use,wear,person_2579
Italian,RV,enclosed,included,person_2579
Italian,RV,describe,show,person_2579
Portuguese,RY,Specially,Especially,person_2237
Portuguese,RN,sellers,assistants,person_2237
French,RJ,exciting,excited,person_280
French,RV,travel,visit,person_280
French,RY,still,again,person_280
French,RN,topics,subjects,person_280
French,RV,learn,teaches,person_280
French,RV,make,enters,person_280
French,RV,show,have,person_280
Catalan,RN,nature,countryside,person_2544
Catalan,RN,can,kind,person_2544
Catalan,RN,fashion,clothes,person_2544
Catalan,RN,gays,guys,person_2544
Catalan,RN,history,story,person_2544
French,RV,travel,spend,person_2222
French,RN,material,equipment,person_2222
French,RV,give,provide,person_2222
French,RN,seller,assistant,person_2222
French,RN,sellers,assistants,person_2222
French,RY,when,then,person_2222
French,RV,lose,waste,person_2222
French,RV,has,is,person_2236
French,RV,came,arrived,person_2236
French,RN,nursery,nurse,person_2236
French,RV,bring,take,person_2236
French,RV,don't,won't,person_2236
French,RV,remove,move,person_2578
French,RN,engineer,engineering,person_2578
French,RV,faces,turn,person_2578
French,RV,making,doing,person_2578
French,RV,strike,impress,person_2578
French,RV,record,film,person_2578
Spanish,RN,response,reply,person_1717
Chinese,RN,moment,time,person_524
Chinese,RY,too,either,person_524
Chinese,RN,method,way,person_524
Chinese,RY,After,Now,person_524
Chinese,RV,have,find,person_524
Italian,RY,lately,recently,person_2034
German,RN,price,prize,person_1515
Spanish,RV,lose,miss,person_1267
Spanish,RN,surf,surfing,person_1267
Spanish,RV,do,make,person_1267
Spanish,RN,pain,paint,person_1267
Spanish,RV,like,choose,person_691
Spanish,RV,practice,do,person_691
Spanish,RV,tell,give,person_691
Spanish,RV,take,hold,person_691
Spanish,RV,hadn't,wasn't,person_691
Spanish,RV,knew,met,person_691
Spanish,RV,worked,dedicated,person_691
Spanish,RV,practice,do,person_652
Spanish,RV,seeing,looking,person_652
Spanish,RY,Moreover,Especially,person_652
Spanish,RV,could,would,person_652
Spanish,RY,also,only,person_652
Italian,RV,communicate,tell,person_1677
Italian,RV,doing,going,person_1677
Italian,RJ,funny,fun,person_1677
Italian,RV,getting,buying,person_1677
Spanish,RV,required,request,person_444
Spanish,RN,time,month,person_444
Spanish,RV,consider,think,person_444
Spanish,RN,wheel,tyre,person_444
Spanish,RJ,luxury,luxurious,person_444
Polish,RJ,big,broad,person_452
Polish,RN,scene,stage,person_452
Polish,RV,wish,hope,person_452
Thai,RN,time,chance,person_48
Thai,RN,suggestion,advice,person_48
Thai,RV,did,went,person_48
Thai,RN,bank,band,person_48
Thai,RV,have,get,person_48
Thai,RV,should,will,person_48
Spanish,RV,living,staying,person_644
Spanish,RJ,funny,fun,person_644
Spanish,RV,make,do,person_644
Spanish,RJ,funny,fun,person_644
French,RN,travel,trip,person_2181
French,RV,enjoys,pleases,person_2181
French,RV,live,stay,person_2181
French,RJ,expansive,expensive,person_2181
French,RV,fail,miss,person_2181
French,RJ,gentle,nice,person_2181
French,RV,say,tell,person_2181
French,RJ,interesting,interested,person_2181
German,RN,chorus,choir,person_693
German,RV,made,had,person_693
German,RY,logically,naturally,person_693
German,RV,verify,check,person_693
German,RV,controlled,checked,person_693
Spanish,RV,could,would,person_730
Spanish,RN,place,venue,person_730
Spanish,RV,save,raise,person_730
Spanish,RV,joined,attending,person_730
Spanish,RV,have,do,person_730
Spanish,RY,more,most,person_730
Spanish,RY,more,most,person_730
Korean,RY,before,ago,person_268
Korean,RY,very,really,person_268
Korean,RV,gone,been,person_268
Korean,RV,think,know,person_268
French,RV,have,get,person_1926
French,RY,forwards,forward,person_1926
French,RV,decrease,deteriorated,person_1926
Portuguese,RY,of,off,person_2220
Portuguese,RV,went,came,person_2220
Polish,RV,telling,talking,person_297
Polish,RJ,big,great,person_297
Polish,RV,take,get,person_297
Polish,RV,ought,have,person_297
Polish,RN,task,taste,person_297
Polish,RN,task,taste,person_297
Polish,RV,see,take,person_297
Thai,RJ,next,close,person_282
Thai,RJ,exciting,excited,person_282
Thai,RJ,exciting,excited,person_282
Thai,RY,here,there,person_282
Thai,RV,knew,met,person_282
Thai,RV,was,had,person_282
Japanese,RJ,exciting,excited,person_1700
Japanese,RV,living,staying,person_1700
Japanese,RV,living,staying,person_1700
Japanese,RV,living,staying,person_1700
Japanese,RV,got,have,person_1700
Japanese,RV,shall,should,person_1700
German,RY,faithfully,sincerely,person_533
Thai,RV,have,do,person_725
Thai,RV,fell,feel,person_725
Thai,RN,cloth,clothes,person_725
Thai,RV,remember,reminded,person_725
Thai,RV,give,help,person_725
Thai,RV,Having,Playing,person_725
Thai,RV,is,do,person_725
Korean,RN,bend,band,person_1310
Italian,RN,surf,surfing,person_2619
Turkish,RY,just,only,person_1462
Turkish,RV,joining,doing,person_1462
Turkish,RV,arranged,provided,person_1462
Korean,RN,travel,trip,person_862
Korean,RY,ever,always,person_2180
German,RV,made,had,person_49
German,RV,bring,take,person_49
German,RJ,funny,fun,person_49
German,RV,called,get,person_49
Spanish,RN,choice,option,person_61
Spanish,RV,start,begin,person_61
Spanish,RJ,kind,keen,person_61
Spanish,RV,spend,pay,person_61
Thai,RN,leisure,fun,person_1660
Thai,RV,was,meant,person_1660
Thai,RV,went,was,person_1660
Korean,RY,after,afterwards,person_75
Spanish,RN,option,choice,person_447
Spanish,RJ,funny,fun,person_447
Spanish,RN,group,stars,person_447
Spanish,RY,enormous,really,person_447
Spanish,RV,doing,going,person_447
German,RV,answer,provide,person_325
German,RV,await,wait,person_325
German,RN,possibility,opportunity,person_325
German,RV,introduced,led,person_325
Russian,RV,know,have,person_319
Russian,RN,answer,response,person_319
Russian,RN,Dancing,Dance,person_319
Russian,RN,travel,trip,person_319
Russian,RN,pat,pet,person_319
Russian,RN,filming,making,person_319
Spanish,RV,made,asked,person_59
Thai,RN,custom,costume,person_2184
Thai,RV,experience,work,person_2184
Thai,RN,state,stage,person_2184
Chinese,RV,living,staying,person_669
Chinese,RV,live,stay,person_669
Chinese,RY,faithfully,sincerely,person_669
Spanish,RV,close,finish,person_2635
Japanese,RN,herd,swarm,person_1466
Polish,RV,went,want,person_721
Polish,RJ,big,great,person_721
Russian,RV,went,came,person_1248
Russian,RN,signature,autograph,person_1248
Russian,RN,lyceum,school,person_1248
Portuguese,RV,bear,endure,person_2594
Russian,RV,go,stay,person_2225
Russian,RV,does,makes,person_2225
Russian,RV,do,go,person_2225
Russian,RN,trouble,problem,person_2225
Russian,RV,loosing,losing,person_2225
Russian,RV,loosing,wasting,person_2225
Italian,RV,became,received,person_286
Italian,RN,model,product,person_286
Russian,RN,stiles,styles,person_2557
Russian,RN,travel,trip,person_2557
Russian,RN,questions,information,person_2557
Russian,RV,say,stay,person_2557
Russian,RN,travel,trip,person_2557
Russian,RY,very,really,person_2557
Russian,RN,stare,state,person_2557
Russian,RY,Usual,Often,person_2557
Chinese,RV,prepare,take,person_2218
French,RV,play,do,person_2230
French,RV,earned,won,person_2230
French,RJ,interesting,interested,person_2230
French,RJ,enclosed,included,person_2230
French,RV,do,go,person_2230
French,RV,do,go,person_2230
French,RV,appreciate,like,person_2230
Japanese,RV,prepare,pack,person_1739
Japanese,RV,refresh,relax,person_1739
Chinese,RV,prefer,like,person_2542
Chinese,RJ,classic,classical,person_2542
Chinese,RV,make,take,person_2542
Chinese,RN,photography,photographs,person_2542
Chinese,RN,journey,stay,person_2542
Chinese,RV,buy,shop,person_2542
Chinese,RV,must,will,person_2542
Turkish,RV,apply,reply,person_244
Turkish,RN,arrangement,organisation,person_244
Turkish,RN,demands,requests,person_244
Turkish,RV,do,arrange,person_244
Spanish,RV,gone,been,person_2740
Spanish,RV,have,try,person_2740
Spanish,RV,take,bring,person_2740
Spanish,RV,make,give,person_2740
Spanish,RY,very,really,person_720
Spanish,RY,fairly,very,person_720
Spanish,RJ,last,recent,person_720
Spanish,RY,out,on,person_720
Turkish,RN,price,prize,person_1301
Turkish,RV,should,had,person_1301
Portuguese,RN,artist,art,person_1329
Portuguese,RV,made,done,person_1329
Portuguese,RJ,enjoyable,fun,person_1329
Portuguese,RJ,unhappy,reluctant,person_1329
Portuguese,RV,buy,shop,person_1329
Thai,RJ,exciting,excited,person_1498
Thai,RN,skill,ability,person_1498
Thai,RN,costs,expenses,person_2378
Thai,RV,could,would,person_2378
Thai,RJ,wrong,bad,person_2378
German,RY,very,really,person_64
German,RY,yet,before,person_64
German,RJ,well,good,person_64
German,RN,air,wind,person_64
German,RY,quick,quickly,person_64
German,RV,be,get,person_64
German,RY,mostly,most,person_64
Spanish,RN,winter,summer,person_495
Russian,RV,did,made,person_1895
Russian,RV,know,learn,person_1895
Russian,RN,award,prize,person_1895
Russian,RN,stage,area,person_1895
Russian,RN,idea,ambition,person_1895
Russian,RV,did,made,person_1895
Japanese,RJ,thankful,grateful,person_58
Japanese,RY,nowadays,recently,person_58
Japanese,RV,considering,wondering,person_58
Japanese,RJ,grateful,great,person_58
Japanese,RV,couldn't,won't,person_58
Korean,RV,apply,take,person_2436
Korean,RV,feel,have,person_2436
Korean,RV,carry,bring,person_2436
Korean,RV,had,received,person_456
Polish,RN,willing,winning,person_330
Spanish,RV,tell,say,person_326
Spanish,RV,am,would,person_326
Spanish,RV,am,would,person_326
Spanish,RJ,interesting,interested,person_326
Spanish,RN,object,subjects,person_326
Spanish,RV,like,want,person_326
Spanish,RV,didn't,haven't,person_326
Spanish,RV,like,want,person_326
Spanish,RV,put,do,person_326
Spanish,RV,get,go,person_326
Greek,RN,misses,Mrs,person_468
Greek,RY,there,then,person_468
Greek,RN,job,work,person_468
Greek,RV,would,must,person_468
Greek,RV,have,suffer,person_468
Greek,RN,friend,boyfriend,person_468
Greek,RV,suggest,agree,person_468
Spanish,RV,practice,do,person_2420
Spanish,RN,cloth,clothing,person_2420
Spanish,RV,see,look,person_2420
Spanish,RN,cloth,clothing,person_2420
Spanish,RN,moment,instance,person_2420
Spanish,RV,ask,requested,person_2346
Spanish,RN,date,time,person_2346
Spanish,RV,do,play,person_2346
Spanish,RN,travel,trip,person_2346
Catalan,RN,gold,golf,person_1883
Catalan,RV,inform,tell,person_1883
Catalan,RY,sincerely,faithfully,person_1883
Catalan,RV,make,conduct,person_1883
Catalan,RV,Should,Would,person_1883
Catalan,RV,know,see,person_1883
Catalan,RJ,principal,main,person_1883
Korean,RV,stand,resist,person_66
Korean,RV,inform,give,person_72
Korean,RV,had,been,person_72
Korean,RN,mode,mood,person_72
Korean,RV,using,costing,person_72
Italian,RN,possibility,opportunity,person_2622
Italian,RN,period,time,person_2622
Italian,RN,head,boss,person_2622
Italian,RV,hadn't,couldn't,person_2622
Polish,RY,very,really,person_2636
Polish,RV,live,stay,person_2636
Polish,RN,occasion,opportunity,person_2636
Polish,RV,rewritten,replied,person_2636
Polish,RV,written,described,person_2636
Polish,RV,made,took,person_2636
Polish,RN,flesh,flash,person_2636
French,RV,spend,have,person_865
Catalan,RN,ten,tent,person_1465
Catalan,RJ,trained,experienced,person_1465
Catalan,RV,done,been,person_1465
Catalan,RV,do,ask,person_1465
Catalan,RN,view,shot,person_1465
Catalan,RV,join,do,person_1465
Catalan,RN,view,shot,person_1465
Catalan,RN,end,ending,person_1465
Greek,RN,job,employer,person_722
Greek,RV,could,will,person_722
Turkish,RV,staying,sleeping,person_2030
Turkish,RV,written,said,person_2030
Turkish,RV,have,ought,person_2030
Turkish,RV,do,go,person_2030
German,RY,most,mostly,person_2024
German,RN,possibilities,opportunities,person_2024
German,RN,employees,workers,person_2024
German,RN,possibility,alternative,person_2024
German,RN,possibility,chance,person_2024
Spanish,RY,just,only,person_2583
Spanish,RV,practicing,doing,person_2583
Spanish,RJ,well,good,person_2583
Spanish,RN,one,option,person_2583
Spanish,RV,be,become,person_2583
Spanish,RN,reason,subject,person_2583
Thai,RV,live,stay,person_2540
Thai,RV,come,go,person_2540
Thai,RV,living,staying,person_2540
Thai,RJ,aware,careful,person_2540
Thai,RN,price,prize,person_2540
Thai,RN,state,stage,person_2540
Thai,RN,signature,autograph,person_2540
Thai,RN,state,stage,person_2540
French,RV,live,stay,person_2227
French,RN,material,equipment,person_2227
French,RN,material,equipment,person_2227
French,RV,hearing,listening,person_2227
French,RY,here,there,person_2227
Portuguese,RV,get,have,person_2555
Portuguese,RY,specially,especially,person_2555
Portuguese,RJ,pleasant,pleased,person_2555
Portuguese,RV,practice,do,person_2555
Portuguese,RJ,boring,annoying,person_2555
Portuguese,RJ,boring,annoying,person_2555
Chinese,RN,franchise,team,person_1909
Chinese,RN,occasion,opportunity,person_1909
Chinese,RV,initiate,introduce,person_1909
Chinese,RV,fetch,meet,person_1909
Chinese,RV,appreciate,like,person_1909
Chinese,RN,alleys,aisles,person_1909
Chinese,RV,stay,stand,person_1909
Chinese,RY,unluckily,unfortunately,person_1909
French,RV,let,store,person_247
French,RV,practice,play,person_247
French,RV,stays,remains,person_247
French,RV,classified,classed,person_247
French,RV,figure,be,person_247
French,RV,allows,is,person_247
Thai,RN,suit,trunks,person_521
Thai,RY,Sometime,Sometimes,person_521
Thai,RY,sometime,sometimes,person_521
Korean,RV,have,be,person_2025
Korean,RN,photography,photographs,person_2025
Korean,RN,photography,photographs,person_2025
Korean,RY,more,better,person_2025
Korean,RV,see,watch,person_2025
Korean,RV,knowing,acquiring,person_2025
French,RV,wanted,requested,person_2031
French,RN,solution,option,person_2031
French,RN,details,subjects,person_2031
French,RN,period,time,person_2031
Turkish,RJ,greatest,best,person_723
Turkish,RN,moth,month,person_723
Turkish,RV,hope,wish,person_723
French,RV,wish,want,person_2151
French,RV,came,went,person_2151
French,RV,become,come,person_2151
French,RN,occasion,opportunity,person_2151
French,RV,met,found,person_2151
French,RN,repetitions,rehearsals,person_2151
French,RN,material,equipment,person_2151
French,RN,material,equipment,person_2151
Thai,RV,joining,staying,person_858
Thai,RN,expression,statement,person_858
Thai,RN,cloth,clothes,person_858
Thai,RY,Sometime,Sometimes,person_858
Thai,RV,give,do,person_858
Thai,RY,always,only,person_858
Thai,RV,give,be,person_858
Thai,RJ,frightening,frightened,person_119
Japanese,RV,playing,doing,person_67
Catalan,RV,lose,waste,person_2421
Catalan,RY,Specially,Especially,person_2421
Catalan,RV,take,get,person_2421
Portuguese,RV,buy,shop,person_1896
Portuguese,RV,do,have,person_1896
Portuguese,RN,customs,habits,person_1896
Japanese,RV,brought,took,person_1869
German,RN,first,winner,person_333
German,RV,cook,make,person_333
German,RV,make,prepare,person_333
German,RJ,near,close,person_333
German,RN,signatures,autographs,person_333
German,RV,made,had,person_333
Polish,RV,got,have,person_1870
Polish,RV,make,cause,person_1870
Polish,RJ,right,suitable,person_1870
Polish,RN,work,job,person_1870
Polish,RV,made,gave,person_1870
Russian,RV,pass,sit,person_470
Russian,RY,faithfully,sincerely,person_470
Russian,RJ,tied,tired,person_470
Russian,RV,play,do,person_470
Spanish,RV,answer,provide,person_1441
Spanish,RN,TIME,MONTH,person_1290
Spanish,RN,POSSIBILITY,CHANCE,person_1290
Spanish,RV,PRACTICE,DO,person_1290
Spanish,RN,PEOPLE,CROWD,person_1290
Spanish,RV,WERE,GO,person_1290
Korean,RV,lie,like,person_2772
Italian,RV,had,taken,person_2000
Italian,RV,staying,being,person_2000
Russian,RN,travel,trip,person_2564
Russian,RV,support,bear,person_2564
Russian,RV,do,go,person_2564
Russian,RY,previously,beforehand,person_2564
Spanish,RV,listening,hearing,person_2571
Polish,RV,got,had,person_6
Polish,RN,prizes,prices,person_6
Polish,RN,prizes,prices,person_6
Spanish,RN,TEST,CHECK,person_1044
Spanish,RY,ALREADY,REALLY,person_1044
Spanish,RJ,UNABLE,ABLE,person_1044
Russian,RV,I'm,I've,person_277
Russian,RN,cloths,clothes,person_277
Russian,RV,must,will,person_277
Russian,RV,seem,see,person_277
Russian,RV,use,play,person_277
Russian,RV,Tell,Say,person_277
Turkish,RN,tent,camping,person_1911
Turkish,RV,is,has,person_1911
Turkish,RV,connecting,liaise,person_1911
French,RN,work,job,person_511
French,RJ,different,other,person_511
French,RJ,friendly,sociable,person_511
French,RJ,proposed,offered,person_511
French,RV,practice,do,person_511
French,RV,prepared,made,person_511
French,RN,viewers,audience,person_511
French,RV,look,watch,person_511
French,RN,room,hall,person_1087
French,RN,scene,stage,person_1087
Portuguese,RN,time,period,person_1508
Portuguese,RV,go,take,person_1508
Portuguese,RV,go,take,person_1508
Portuguese,RN,growing,development,person_1508
Spanish,RV,don't,can't,person_2001
Spanish,RV,didn't,couldn't,person_2001
Catalan,RV,be,stay,person_2767
Catalan,RV,had,took,person_2767
Catalan,RV,be,go,person_2767
Catalan,RV,says,tells,person_2767
Spanish,RV,be,stay,person_1534
Spanish,RN,weight,figure,person_1534
French,RV,practice,go,person_1252
French,RN,engineer,engineering,person_1252
French,RN,courses,lessons,person_1252
French,RN,courses,lessons,person_1252
Japanese,RV,conformed,confirmed,person_1246
Japanese,RV,are,means,person_1246
Catalan,RV,laying,lying,person_2175
Catalan,RV,bring,carried,person_2175
Catalan,RJ,thankful,grateful,person_2175
Greek,RV,give,sit,person_2149
Greek,RV,living,staying,person_2149
Greek,RN,instruments,equipment,person_2149
Greek,RN,professors,teachers,person_2149
Greek,RN,field,pitch,person_2149
Spanish,RN,selection,team,person_1118
Greek,RV,got,have,person_2363
French,RV,do,take,person_57
French,RJ,funny,fun,person_57
Spanish,RJ,exiting,excited,person_1124
Spanish,RN,travel,trip,person_1124
Spanish,RV,listen,attend,person_1124
