c,i,id,l1_c,l1_i,language,type,code,l2_sim_cc_5,l2_sim_cc_10,l2_sim_cc_25,l2_sim_cc_50,l2_sim_cc_75,l2_sim_cc_100
grateful,thankful,person_791,ευγνώμων,ευγνώμων,Greek,RJ,el,0.7897936105728149,0.7065021395683289,0.6319975852966309,0.5833642482757568,0.5536841154098511,0.5316712856292725
said,wrote,person_1125,είπε,έγραψε,Greek,RV,el,0.3298673629760742,0.3226693868637085,0.2894408106803894,0.2831961512565613,0.26743581891059875,0.2611842453479767
was,happened,person_1125,ήταν,συνέβη,Greek,RV,el,0.3884105980396271,0.37487146258354187,0.3531756103038788,0.3380247950553894,0.3276423215866089,0.32091593742370605
wore,were,person_1131,φορούσε,ήταν,Greek,RV,el,0.2627679705619812,0.23908129334449768,0.2336832880973816,0.2098059058189392,0.20973248779773712,0.2026338428258896
wore,were,person_1131,φορούσε,ήταν,Greek,RV,el,0.2627679705619812,0.23908129334449768,0.2336832880973816,0.2098059058189392,0.20973248779773712,0.2026338428258896
great,big,person_1131,μεγάλη,μεγάλο,Greek,RJ,el,0.4362254738807678,0.41085395216941833,0.3703741431236267,0.34461504220962524,0.3420376181602478,0.332999050617218
faithfully,sincerely,person_1131,πιστά,ειλικρινά,Greek,RY,el,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716
got,had,person_1131,πήρε,είχε,Greek,RV,el,0.6314924359321594,0.5723605751991272,0.5186147093772888,0.49555903673171997,0.4755288362503052,0.45889633893966675
evening,night,person_1131,βράδυ,νύχτα,Greek,RN,el,0.7095098495483398,0.6340137720108032,0.579521656036377,0.554134726524353,0.5376725196838379,0.5305988788604736
said,wrote,person_1125,είπε,έγραψε,Greek,RV,el,0.3298673629760742,0.3226693868637085,0.2894408106803894,0.2831961512565613,0.26743581891059875,0.2611842453479767
said,written,person_1131,είπε,γραπτή,Greek,RV,el,0.12460266798734665,0.11219750344753265,0.10045377910137177,0.11200027912855148,0.11294306814670563,0.10548308491706848
country,county,person_2019,χώρα,county,Greek,RN,el,0.3341960906982422,0.2943139672279358,0.2630039155483246,0.24100366234779358,0.23087728023529053,0.22051411867141724
have,is,person_2019,έχουν,είναι,Greek,RV,el,0.2724248766899109,0.24868685007095337,0.24264389276504517,0.24750009179115295,0.24427273869514465,0.2354283630847931
say,write,person_2019,πω,γράψετε,Greek,RV,el,0.3415519595146179,0.3288455009460449,0.3057313859462738,0.2744215726852417,0.26253873109817505,0.26085859537124634
meant,going,person_2019,σήμαινε,πρόκειται,Greek,RV,el,0.3991715908050537,0.38760703802108765,0.37549930810928345,0.34902411699295044,0.34573012590408325,0.3411141037940979
meant,going,person_2019,σήμαινε,πρόκειται,Greek,RV,el,0.3991715908050537,0.38760703802108765,0.37549930810928345,0.34902411699295044,0.34573012590408325,0.3411141037940979
do,work,person_1706,κάνουμε,εργαστούν,Greek,RV,el,0.28629016876220703,0.2782614827156067,0.29012998938560486,0.2831918001174927,0.2774955928325653,0.26822876930236816
realise,understand,person_2195,συνειδητοποιήσουμε,καταλαβαίνω,Greek,RV,el,0.46144306659698486,0.4416450560092926,0.43316009640693665,0.40924370288848877,0.3941894471645355,0.3814195394515991
what,how,person_2197,τι,πώς,Greek,RY,el,0.6748864054679871,0.621332049369812,0.5354635715484619,0.49966102838516235,0.4801386594772339,0.4650691747665405
affecting,effecting,person_2019,επηρεάζουν,πραγματοποιεί,Greek,RV,el,0.6382043361663818,0.5891648530960083,0.5125895738601685,0.4607592225074768,0.4289482831954956,0.41731587052345276
dress,dressing,person_2197,φόρεμα,ντρέσινγκ,Greek,RN,el,0.43410658836364746,0.41117140650749207,0.41456466913223267,0.4000445604324341,0.3859842121601105,0.3788983225822449
receiving,taking,person_1125,λαμβάνουν,λαμβάνοντας,Greek,RV,el,0.2797758877277374,0.2760980725288391,0.285849004983902,0.2879301905632019,0.2904459834098816,0.2936181128025055
were,became,person_1125,ήταν,έγινε,Greek,RV,el,0.34029966592788696,0.2823109030723572,0.2914819121360779,0.28734344244003296,0.28761959075927734,0.2833752930164337
when,wear,person_1133,όταν,φορούν,Greek,RY,el,0.22944402694702148,0.2032817006111145,0.1685219556093216,0.15532097220420837,0.14512735605239868,0.13846613466739655
century,year,person_1133,αιώνα,έτος,Greek,RN,el,0.34064096212387085,0.3347175121307373,0.3326032757759094,0.3031853437423706,0.29058074951171875,0.282687246799469
faithfully,sincerely,person_1133,πιστά,ειλικρινά,Greek,RY,el,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716
pay,bay,person_1133,πληρώσει,κόλπο,Greek,RV,el,0.016897842288017273,0.016189707443118095,0.013879507780075073,0.019672192633152008,0.02221684157848358,0.025295604020357132
story,store,person_1133,ιστορία,κατάστημα,Greek,RN,el,0.11793465912342072,0.11916451156139374,0.11215010285377502,0.1011904925107956,0.09850990772247314,0.09314804524183273
go,came,person_1133,πάει,ήρθε,Greek,RV,el,0.24503633379936218,0.23077882826328278,0.20447468757629395,0.2141873985528946,0.2032766342163086,0.2005947232246399
disappointed,disappointing,person_1133,απογοητευμένος,απογοητευτική,Greek,RJ,el,0.6284813284873962,0.612820565700531,0.5578376054763794,0.5257784724235535,0.5047580599784851,0.48185306787490845
have,pass,person_1133,έχουν,περάσει,Greek,RV,el,0.1791767179965973,0.20140580832958221,0.1995958387851715,0.18559542298316956,0.18760375678539276,0.18205872178077698
reply,answer,person_1125,απάντηση,απάντηση,Greek,RN,el,0.43411991000175476,0.4228976368904114,0.3954550623893738,0.3593294322490692,0.33215218782424927,0.32151085138320923
can't,don't,person_1090,επίκλιση,μην,Greek,RV,el,0.8865407705307007,0.8570988178253174,0.8004875183105469,0.7784348726272583,0.7607874870300293,0.7463043928146362
said,written,person_2759,είπε,γραπτή,Greek,RV,el,0.12460266798734665,0.11219750344753265,0.10045377910137177,0.11200027912855148,0.11294306814670563,0.10548308491706848
do,make,person_883,κάνουμε,κάνουν,Greek,RV,el,0.3964872360229492,0.3972426652908325,0.3771708309650421,0.377427339553833,0.3655977249145508,0.36141714453697205
spent,passed,person_883,δαπανάται,περάσει,Greek,RV,el,0.19544902443885803,0.19319811463356018,0.18092921376228333,0.18701976537704468,0.1957232654094696,0.19920651614665985
waiting,writing,person_883,αναμονή,γράψιμο,Greek,RV,el,0.1569792628288269,0.17015862464904785,0.1510508954524994,0.1420585811138153,0.13367882370948792,0.13170915842056274
starred,started,person_883,πρωταγωνίστησε,ξεκίνησε,Greek,RV,el,0.14840131998062134,0.15168124437332153,0.14681793749332428,0.149946391582489,0.14733752608299255,0.14185768365859985
afterwards,after,person_1125,κατόπιν,μετά,Greek,RY,el,0.5406426191329956,0.5305905342102051,0.46500319242477417,0.4456033706665039,0.4230499267578125,0.4080672860145569
was,had,person_1125,ήταν,είχε,Greek,RV,el,0.570400059223175,0.5780941247940063,0.5032697319984436,0.48435360193252563,0.4631531834602356,0.4562388062477112
came,went,person_1125,ήρθε,πήγε,Greek,RV,el,0.7321411371231079,0.6577076315879822,0.6109225749969482,0.5761339664459229,0.551633358001709,0.5327784419059753
way,point,person_1090,τρόπος,σημείο,Greek,RN,el,0.32454556226730347,0.3285355567932129,0.3052684962749481,0.2914440631866455,0.28486940264701843,0.27765268087387085
become,be,person_2197,γίνει,είναι,Greek,RV,el,0.33787429332733154,0.32376015186309814,0.2961530387401581,0.27954739332199097,0.26213353872299194,0.2577365040779114
changes,turns,person_2197,αλλαγές,στροφές,Greek,RV,el,0.18047651648521423,0.15920644998550415,0.16050300002098083,0.16209501028060913,0.1490565538406372,0.1472512185573578
dress,dressing,person_2197,φόρεμα,ντρέσινγκ,Greek,RN,el,0.43410658836364746,0.41117140650749207,0.41456466913223267,0.4000445604324341,0.3859842121601105,0.3788983225822449
give,return,person_828,δώσει,επιστρέψει,Greek,RV,el,0.25070053339004517,0.26450347900390625,0.258911669254303,0.23976704478263855,0.23756493628025055,0.23241284489631653
did,were,person_828,έκανε,ήταν,Greek,RV,el,0.48573485016822815,0.44525402784347534,0.4347148537635803,0.4111502468585968,0.39429306983947754,0.380547434091568
affected,effected,person_2679,επηρεάζονται,πραγματοποιούνται,Greek,RV,el,0.5983685255050659,0.5583323240280151,0.49425479769706726,0.4437844455242157,0.41939249634742737,0.40096306800842285
battery,pile,person_2679,μπαταρία,σωρό,Greek,RN,el,0.06272736191749573,0.056135036051273346,0.06646951287984848,0.06349512934684753,0.05720016360282898,0.05438528209924698
go,got,person_2679,πάει,πήρε,Greek,RV,el,0.2965352237224579,0.2883325219154358,0.27801209688186646,0.28033748269081116,0.26949185132980347,0.25822901725769043
occupy,spend,person_2679,καταλαμβάνουν,περάσετε,Greek,RV,el,0.1950722485780716,0.19646745920181274,0.17835687100887299,0.18153534829616547,0.17535993456840515,0.17283323407173157
go,get,person_2679,πάει,πάρετε,Greek,RV,el,0.40903007984161377,0.40213507413864136,0.3864704966545105,0.38099661469459534,0.3745765686035156,0.36647355556488037
make,become,person_2679,κάνουν,γίνει,Greek,RV,el,0.29801666736602783,0.2663576006889343,0.24398310482501984,0.2264479696750641,0.21577583253383636,0.21359136700630188
had,was,person_828,είχε,ήταν,Greek,RV,el,0.570400059223175,0.5780941247940063,0.5032697319984436,0.48435360193252563,0.4631531834602356,0.4562388062477112
was,had,person_2679,ήταν,είχε,Greek,RV,el,0.570400059223175,0.5780941247940063,0.5032697319984436,0.48435360193252563,0.4631531834602356,0.4562388062477112
say,refer,person_2679,πω,αναφέρονται,Greek,RV,el,0.28854405879974365,0.2563227117061615,0.23007634282112122,0.2169061005115509,0.2222733199596405,0.22258567810058594
feel,get,person_2679,αισθάνονται,πάρετε,Greek,RV,el,0.3872997760772705,0.37820741534233093,0.34612733125686646,0.3223417401313782,0.3155767321586609,0.3149377107620239
says,writes,person_2679,λέει,γράφει,Greek,RV,el,0.4161880314350128,0.3708608150482178,0.3195330798625946,0.3213578462600708,0.29980045557022095,0.28971850872039795
starred,started,person_2679,πρωταγωνίστησε,ξεκίνησε,Greek,RV,el,0.14840131998062134,0.15168124437332153,0.14681793749332428,0.149946391582489,0.14733752608299255,0.14185768365859985
stars,starts,person_2679,αστέρια,ξεκινά,Greek,RV,el,0.06822684407234192,0.06864172220230103,0.06554262340068817,0.06294573843479156,0.05911505967378616,0.05615207180380821
ruined,destroyed,person_816,ερειπωμένο,καταστραφεί,Greek,RV,el,0.5807019472122192,0.5536664724349976,0.5374987125396729,0.5092077255249023,0.4870894253253937,0.48008590936660767
said,told,person_816,είπε,είπε,Greek,RV,el,0.49028801918029785,0.46677109599113464,0.44878971576690674,0.4427495002746582,0.4285992383956909,0.42002296447753906
options,choice,person_791,επιλογές,επιλογή,Greek,RN,el,0.5212315320968628,0.45240479707717896,0.4038917124271393,0.388741672039032,0.37079259753227234,0.3665999472141266
said,written,person_2679,είπε,γραπτή,Greek,RV,el,0.12460266798734665,0.11219750344753265,0.10045377910137177,0.11200027912855148,0.11294306814670563,0.10548308491706848
disappointing,disappointed,person_1159,απογοητευτική,απογοητευμένος,Greek,RJ,el,0.6284813284873962,0.612820565700531,0.5578376054763794,0.5257784724235535,0.5047580599784851,0.48185306787490845
sincerely,faithfully,person_1159,ειλικρινά,πιστά,Greek,RY,el,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716
development,improve,person_1159,ανάπτυξη,βελτιώσει,Greek,RN,el,0.22714859247207642,0.21278144419193268,0.2065826952457428,0.20636451244354248,0.20016548037528992,0.1986316293478012
change,turn,person_2197,αλλάξετε,γυρίστε,Greek,RV,el,0.2713473439216614,0.2595181465148926,0.2466384917497635,0.2309175431728363,0.23315635323524475,0.22971639037132263
paid,given,person_2197,καταβάλλονται,δεδομένη,Greek,RV,el,0.2949743866920471,0.26428285241127014,0.24101096391677856,0.2354447990655899,0.23637467622756958,0.23593883216381073
was,did,person_2197,ήταν,έκανε,Greek,RV,el,0.5307235717773438,0.48591822385787964,0.4578997492790222,0.44845473766326904,0.42963898181915283,0.4136408567428589
experience,story,person_1662,εμπειρία,ιστορία,Greek,RN,el,0.18503335118293762,0.18387070298194885,0.1738874912261963,0.17823967337608337,0.17657604813575745,0.17253842949867249
was,stayed,person_1662,ήταν,μείνει,Greek,RV,el,0.386102557182312,0.3870277404785156,0.367698609828949,0.3547438979148865,0.34387391805648804,0.33889052271842957
get,had,person_1662,πάρετε,είχε,Greek,RV,el,0.42849645018577576,0.38765352964401245,0.35211631655693054,0.313342809677124,0.29829084873199463,0.2876032590866089
have,make,person_1662,έχουν,κάνουν,Greek,RV,el,0.24819259345531464,0.28129416704177856,0.3000525236129761,0.3073427379131317,0.3078686594963074,0.29945409297943115
told,said,person_1662,είπε,είπε,Greek,RV,el,0.49028801918029785,0.46677109599113464,0.44878971576690674,0.4427495002746582,0.4285992383956909,0.42002296447753906
go,come,person_1662,πάει,έρχονται,Greek,RV,el,0.3997579514980316,0.40047991275787354,0.3707098364830017,0.3827647566795349,0.3702765107154846,0.35808417201042175
went,came,person_1662,πήγε,ήρθε,Greek,RV,el,0.7321411371231079,0.6577076315879822,0.6109225749969482,0.5761339664459229,0.551633358001709,0.5327784419059753
upset,mad,person_1822,αναστατωμένος,τρελών,Greek,RJ,el,0.39436525106430054,0.40266507863998413,0.391212522983551,0.3778839707374573,0.37064969539642334,0.3653956949710846
next,other,person_1822,επόμενη,άλλα,Greek,RJ,el,0.24109376966953278,0.2067984789609909,0.2011147439479828,0.19016599655151367,0.17459791898727417,0.16699430346488953
reply,answer,person_1822,απάντηση,απάντηση,Greek,RN,el,0.43411991000175476,0.4228976368904114,0.3954550623893738,0.3593294322490692,0.33215218782424927,0.32151085138320923
did,had,person_1822,έκανε,είχε,Greek,RV,el,0.5220794677734375,0.5194611549377441,0.49538958072662354,0.47567111253738403,0.46063655614852905,0.444164514541626
were,would,person_1822,ήταν,θα,Greek,RV,el,0.44589900970458984,0.41466426849365234,0.3869156241416931,0.376800000667572,0.35841915011405945,0.34869545698165894
should,must,person_1822,πρέπει,πρέπει,Greek,RV,el,0.6963751316070557,0.6494125127792358,0.5845296382904053,0.5326180458068848,0.506376326084137,0.49584150314331055
perform,does,person_1837,εκτελέσετε,κάνει,Greek,RV,el,0.26919978857040405,0.23515422642230988,0.2264719307422638,0.20901644229888916,0.21010220050811768,0.20546852052211761
cause,reason,person_1159,αιτία,λόγο,Greek,RN,el,0.35154467821121216,0.33538496494293213,0.310589462518692,0.2852339744567871,0.2839043140411377,0.27468442916870117
closed,close,person_1159,κλειστού,στενή,Greek,RJ,el,0.27860027551651,0.27040964365005493,0.29026785492897034,0.28234198689460754,0.2783109247684479,0.267139732837677
want,can,person_1133,θέλουν,μπορεί,Greek,RV,el,0.5816361308097839,0.6068413257598877,0.5684831142425537,0.5346212387084961,0.516091525554657,0.49943456053733826
get,take,person_1133,πάρετε,λάβει,Greek,RV,el,0.43259361386299133,0.47128599882125854,0.4622259736061096,0.4083731770515442,0.38793325424194336,0.3799085319042206
planning,waiting,person_1662,σχεδιάζει,αναμονή,Greek,RV,el,0.2219708263874054,0.196226567029953,0.17416653037071228,0.1759457290172577,0.17253680527210236,0.17033067345619202
spend,stay,person_1133,περάσετε,μείνετε,Greek,RV,el,0.2715298533439636,0.2641800045967102,0.2443130612373352,0.22257636487483978,0.21309217810630798,0.20591774582862854
just,only,person_1141,ακριβώς,μόνο,Greek,RY,el,0.5563560724258423,0.5324108600616455,0.5018960237503052,0.47398391366004944,0.45508402585983276,0.442857563495636
live,alive,person_1141,live,ζωντανός,Greek,RJ,el,0.2699798345565796,0.2713161110877991,0.25642046332359314,0.23912236094474792,0.21975138783454895,0.20958220958709717
developed,got,person_1141,αναπτυχθεί,πήρε,Greek,RV,el,0.23572464287281036,0.24532708525657654,0.22797563672065735,0.22112667560577393,0.21577395498752594,0.21949225664138794
became,got,person_1141,έγινε,πήρε,Greek,RV,el,0.29302406311035156,0.2880617082118988,0.2895583510398865,0.2890276610851288,0.2882434129714966,0.2822135388851166
reached,was,person_1141,φτάσει,ήταν,Greek,RV,el,0.2851126790046692,0.2878730297088623,0.27979087829589844,0.2949427366256714,0.29008418321609497,0.294973224401474
area,part,person_1141,περιοχή,μέρος,Greek,RN,el,0.26496589183807373,0.26660507917404175,0.22331318259239197,0.20075318217277527,0.19140926003456116,0.1846940815448761
reach,legs,person_1141,φτάσει,πόδια,Greek,RN,el,0.16535541415214539,0.1507008671760559,0.15503627061843872,0.15015433728694916,0.14223100244998932,0.139353945851326
extended,expanded,person_1141,επεκταθεί,επεκταθεί,Greek,RV,el,0.443644255399704,0.42936861515045166,0.40420180559158325,0.36506766080856323,0.34923577308654785,0.33646291494369507
do,are,person_1204,κάνουμε,είναι,Greek,RV,el,0.34110575914382935,0.35997459292411804,0.34354522824287415,0.32929086685180664,0.3118734359741211,0.3012837767601013
going,coming,person_1141,πρόκειται,έρχονται,Greek,RV,el,0.6066758632659912,0.5071319937705994,0.4564235806465149,0.43560636043548584,0.413415789604187,0.40359675884246826
evening,afternoon,person_1141,βράδυ,απόγευμα,Greek,RN,el,0.7843811511993408,0.7078930139541626,0.6636022329330444,0.6439929008483887,0.6275449991226196,0.6180779337882996
put,placed,person_1141,θέσει,τοποθετούνται,Greek,RV,el,0.3894636929035187,0.3908608555793762,0.3379441499710083,0.32307517528533936,0.30767953395843506,0.30447620153427124
make,point,person_1141,κάνουν,σημείο,Greek,RV,el,0.2273983657360077,0.2257557511329651,0.21007880568504333,0.20440766215324402,0.205487459897995,0.20184379816055298
take,call,person_2689,λάβει,καλέσετε,Greek,RV,el,0.23350661993026733,0.23723269999027252,0.24421122670173645,0.21097442507743835,0.19226667284965515,0.18946707248687744
household,house,person_2689,οικιακής,σπίτι,Greek,RN,el,0.30556344985961914,0.29371267557144165,0.2689562439918518,0.2521374225616455,0.24261975288391113,0.24510610103607178
technology,tech,person_2689,τεχνολογία,τεχνολογίας,Greek,RN,el,0.4670919179916382,0.4475939869880676,0.46245723962783813,0.42683249711990356,0.4188990592956543,0.40923774242401123
golden,gold,person_2689,χρυσή,χρυσό,Greek,RJ,el,0.3984600901603699,0.3858252465724945,0.3900488615036011,0.3693884611129761,0.35883617401123047,0.35391390323638916
deserved,owed,person_1961,άξιζε,οφειλόμενων,Greek,RV,el,0.2943323850631714,0.26257413625717163,0.23681208491325378,0.22644458711147308,0.21942946314811707,0.21503712236881256
very,so,person_1141,πολύ,έτσι,Greek,RY,el,0.4088606536388397,0.4267813563346863,0.4221317768096924,0.4104459881782532,0.402032732963562,0.40044811367988586
class,classroom,person_1961,κλάση,τάξη,Greek,RN,el,0.3478183150291443,0.32811611890792847,0.3239023983478546,0.31123775243759155,0.3046565055847168,0.2977241277694702
sleep,leave,person_1204,κοιμηθεί,αφήσει,Greek,RV,el,0.1982726901769638,0.19484364986419678,0.19277608394622803,0.1871461272239685,0.18038427829742432,0.17172163724899292
great,big,person_2490,μεγάλη,μεγάλο,Greek,RJ,el,0.4362254738807678,0.41085395216941833,0.3703741431236267,0.34461504220962524,0.3420376181602478,0.332999050617218
rest,remaining,person_791,υπόλοιπο,υπόλοιπα,Greek,RN,el,0.4115183353424072,0.3579674959182739,0.3182390630245209,0.2854883670806885,0.27511489391326904,0.2722908854484558
helps,makes,person_1133,βοηθά,κάνει,Greek,RV,el,0.45132380723953247,0.4324526786804199,0.45013928413391113,0.41376039385795593,0.39963364601135254,0.3948773145675659
demanding,responsible,person_790,απαιτητικό,υπεύθυνη,Greek,RJ,el,0.23300838470458984,0.21513862907886505,0.21003785729408264,0.20452198386192322,0.20723176002502441,0.20564696192741394
subject,interest,person_355,θέμα,ενδιαφέρον,Greek,RN,el,0.25285041332244873,0.2265777885913849,0.22398097813129425,0.22292181849479675,0.2164318561553955,0.20603260397911072
have,owns,person_355,έχουν,κατέχει,Greek,RV,el,0.16137230396270752,0.15343165397644043,0.1309359073638916,0.1297151744365692,0.1275293231010437,0.13018065690994263
also,besides,person_355,επίσης,εκτός,Greek,RY,el,0.34486445784568787,0.31531423330307007,0.3319351077079773,0.3289177715778351,0.3264038860797882,0.32337242364883423
areas,points,person_355,περιοχές,σημεία,Greek,RN,el,0.2151506543159485,0.20292869210243225,0.19470125436782837,0.17937982082366943,0.1726091206073761,0.15688630938529968
outside,out,person_355,εξωτερικό,έξω,Greek,RJ,el,0.32430779933929443,0.29312342405319214,0.26683756709098816,0.2600736618041992,0.2551037073135376,0.25671836733818054
do,are,person_1204,κάνουμε,είναι,Greek,RV,el,0.34110575914382935,0.35997459292411804,0.34354522824287415,0.32929086685180664,0.3118734359741211,0.3012837767601013
bring,have,person_355,φέρει,έχουν,Greek,RV,el,0.267757773399353,0.2908129096031189,0.3303244709968567,0.3064548969268799,0.2942965626716614,0.28058701753616333
favourite,best,person_355,αγαπημένο,καλύτερο,Greek,RJ,el,0.3984749913215637,0.36831730604171753,0.34351280331611633,0.33330410718917847,0.3324490785598755,0.33628493547439575
really,very,person_355,πραγματικά,πολύ,Greek,RY,el,0.5253487825393677,0.4909748435020447,0.4865401089191437,0.4753642678260803,0.4685911536216736,0.4640321433544159
really,very,person_355,πραγματικά,πολύ,Greek,RY,el,0.5253487825393677,0.4909748435020447,0.4865401089191437,0.4753642678260803,0.4685911536216736,0.4640321433544159
small,little,person_2490,μικρό,λίγο,Greek,RJ,el,0.5026019811630249,0.48275601863861084,0.42035260796546936,0.4036315977573395,0.39766037464141846,0.38160961866378784
help,show,person_2490,βοηθήσει,δείχνουν,Greek,RV,el,0.1498195230960846,0.1308203637599945,0.12392642349004745,0.11752518266439438,0.11807388067245483,0.12250373512506485
reason,cause,person_2490,λόγο,αιτία,Greek,RN,el,0.35154467821121216,0.33538496494293213,0.310589462518692,0.2852339744567871,0.2839043140411377,0.27468442916870117
reasons,causes,person_2490,λόγους,αιτίες,Greek,RN,el,0.29561394453048706,0.27964112162590027,0.25853610038757324,0.24243128299713135,0.23600779473781586,0.22861459851264954
trolleys,cars,person_2490,τροχίσκους,αυτοκίνητα,Greek,RN,el,0.39008384943008423,0.38384413719177246,0.3547830581665039,0.349880576133728,0.3332490622997284,0.3320045471191406
basketball,basket,person_355,μπάσκετ,καλάθι,Greek,RN,el,0.27039939165115356,0.25226515531539917,0.22817203402519226,0.21375277638435364,0.21851569414138794,0.21263179183006287
revealed,told,person_1961,αποκάλυψε,είπε,Greek,RV,el,0.3720236122608185,0.36252671480178833,0.35297298431396484,0.3295741379261017,0.3275187611579895,0.3232824206352234
problem,cause,person_2490,πρόβλημα,αιτία,Greek,RN,el,0.3879181146621704,0.36879289150238037,0.3380701243877411,0.32049059867858887,0.31742334365844727,0.314026415348053
seeing,watch,person_1961,βλέποντας,παρακολουθήστε,Greek,RV,el,0.3704923689365387,0.3379642963409424,0.31000983715057373,0.2912164330482483,0.2776700556278229,0.2682613730430603
terrible,horrible,person_2699,τρομερό,φρικτό,Greek,RJ,el,0.9005833268165588,0.8378849029541016,0.751407265663147,0.6864490509033203,0.6510829925537109,0.6293993592262268
acting,act,person_2699,ενεργεί,πράξη,Greek,RN,el,0.4080740809440613,0.41702765226364136,0.35312706232070923,0.32362455129623413,0.30301547050476074,0.2897568345069885
ago,before,person_1914,πριν,πριν,Greek,RY,el,0.35930201411247253,0.3426876366138458,0.34873995184898376,0.3320136070251465,0.3195089101791382,0.3118569552898407
got,took,person_1914,πήρε,πήρε,Greek,RV,el,0.490748792886734,0.47704464197158813,0.4944226145744324,0.4594818353652954,0.4420870840549469,0.42639070749282837
would,can,person_1914,θα,μπορεί,Greek,RV,el,0.624977707862854,0.5701244473457336,0.51206374168396,0.4948764145374298,0.4841005206108093,0.47322380542755127
tell,say,person_1652,πείτε,πω,Greek,RV,el,0.6465024948120117,0.5864979028701782,0.5321345329284668,0.49925416707992554,0.48385900259017944,0.47163161635398865
told,said,person_1652,είπε,είπε,Greek,RV,el,0.49028801918029785,0.46677109599113464,0.44878971576690674,0.4427495002746582,0.4285992383956909,0.42002296447753906
asked,told,person_1652,ζήτησε,είπε,Greek,RV,el,0.6625999808311462,0.6021276116371155,0.5539034605026245,0.5345126986503601,0.5091935396194458,0.4973931610584259
closed,close,person_1652,κλειστού,στενή,Greek,RJ,el,0.27860027551651,0.27040964365005493,0.29026785492897034,0.28234198689460754,0.2783109247684479,0.267139732837677
sign,sight,person_1652,σημάδι,θέαμα,Greek,RN,el,0.17498356103897095,0.15848864614963531,0.15880899131298065,0.14711499214172363,0.133573517203331,0.13033196330070496
get,take,person_1652,πάρετε,λάβει,Greek,RV,el,0.43259361386299133,0.47128599882125854,0.4622259736061096,0.4083731770515442,0.38793325424194336,0.3799085319042206
performing,played,person_1652,εκτέλεση,έπαιξε,Greek,RV,el,0.2932131290435791,0.26069608330726624,0.22361701726913452,0.23076559603214264,0.23507291078567505,0.23303982615470886
very,so,person_1133,πολύ,έτσι,Greek,RY,el,0.4088606536388397,0.4267813563346863,0.4221317768096924,0.4104459881782532,0.402032732963562,0.40044811367988586
develop,made,person_1133,ανάπτυξη,κατασκευασμένα,Greek,RV,el,0.16649042069911957,0.1082356721162796,0.10263845324516296,0.1050489991903305,0.1115579903125763,0.12253449857234955
weight,fat,person_1133,βάρος,λίπος,Greek,RN,el,0.4053036570549011,0.4046783149242401,0.39176881313323975,0.376184344291687,0.35947442054748535,0.3488388657569885
lose,loose,person_1133,χάσετε,χάσετε,Greek,RV,el,0.32967162132263184,0.29754236340522766,0.28211915493011475,0.2717319130897522,0.262179434299469,0.2535412907600403
establish,create,person_1961,καθιερώσει,δημιουργήσετε,Greek,RV,el,0.41010767221450806,0.39561980962753296,0.4106508493423462,0.40157610177993774,0.39384925365448,0.38260790705680847
much,well,person_1133,πολύ,καλά,Greek,RY,el,0.4111827313899994,0.3910566568374634,0.3767293691635132,0.36655837297439575,0.3652406930923462,0.3584878146648407
like,found,person_1133,αρέσει,βρέθηκαν,Greek,RV,el,0.2299482822418213,0.22575649619102478,0.2058081030845642,0.1899038851261139,0.1919097900390625,0.19094064831733704
acting,act,person_2699,ενεργεί,πράξη,Greek,RN,el,0.4080740809440613,0.41702765226364136,0.35312706232070923,0.32362455129623413,0.30301547050476074,0.2897568345069885
time,ours,person_2699,χρόνο,μας,Greek,RN,el,0.20429113507270813,0.19641342759132385,0.19055166840553284,0.1837887018918991,0.18426914513111115,0.18139901757240295
faithfully,sincerely,person_1652,πιστά,ειλικρινά,Greek,RY,el,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716
ordinary,common,person_2699,συνηθισμένο,κοινή,Greek,RJ,el,0.2885321378707886,0.26874473690986633,0.24630442261695862,0.2365933358669281,0.23373618721961975,0.2367561161518097
get,earn,person_1975,πάρετε,κερδίσουν,Greek,RN,el,0.30543839931488037,0.28626614809036255,0.2862239480018616,0.2717478275299072,0.26425597071647644,0.2568663954734802
living,leaving,person_2699,ζουν,αφήνοντας,Greek,RV,el,0.20078803598880768,0.17294594645500183,0.18295231461524963,0.16903501749038696,0.1769249439239502,0.17826995253562927
vet,doctor,person_1975,κτηνίατρο,γιατρό,Greek,RN,el,0.4000987410545349,0.41430118680000305,0.37093350291252136,0.35251033306121826,0.33861780166625977,0.3306976556777954
beat,won,person_1975,νικήσει,κέρδισε,Greek,RV,el,0.26491326093673706,0.2590252161026001,0.23522114753723145,0.22579848766326904,0.22285279631614685,0.22180482745170593
lying,laying,person_1975,ξαπλωμένη,ωοτοκίας,Greek,RV,el,0.4188849925994873,0.4253319203853607,0.39372169971466064,0.3685530424118042,0.36489415168762207,0.35692182183265686
cat,cut,person_1975,γάτα,περικοπή,Greek,RN,el,0.1035604327917099,0.09492243826389313,0.08862507343292236,0.07994486391544342,0.08244705945253372,0.08136456459760666
